panel,mouse_id,group,endpoint,value,unit,included_in_analysis,missing_reason,source_record,animal_identity_note,statistical_unit,selection_status,aggregation_rule
A,DSS_IFA_02,Model,MYBL2 nuclear MFI,51.84,arbitrary fluorescence units,Yes,NA,Original GraphPad Prism PZFX,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
A,DSS_IFA_03,Model,MYBL2 nuclear MFI,39.71,arbitrary fluorescence units,Yes,NA,Original GraphPad Prism PZFX,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
A,CTRL_IFA_01,Control,Ki67+ cells (%),2.91,%,Yes,NA,Original GraphPad Prism PZFX,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
A,CTRL_IFA_02,Control,Ki67+ cells (%),6.17,%,Yes,NA,Original GraphPad Prism PZFX,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
A,CTRL_IFA_03,Control,Ki67+ cells (%),4.99,%,Yes,NA,Original GraphPad Prism PZFX,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
A,DSS_IFA_01,Model,Ki67+ cells (%),23.34,%,Yes,NA,Original GraphPad Prism PZFX,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
A,DSS_IFA_02,Model,Ki67+ cells (%),19.60,%,Yes,NA,Original GraphPad Prism PZFX,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
A,DSS_IFA_03,Model,Ki67+ cells (%),12.97,%,Yes,NA,Original GraphPad Prism PZFX,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
A,CTRL_IFA_01,Control,GART+Ki67+ cells (%),0.92,%,Yes,NA,Original GraphPad Prism PZFX,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
A,CTRL_IFA_02,Control,GART+Ki67+ cells (%),0.74,%,Yes,NA,Original GraphPad Prism PZFX,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
A,CTRL_IFA_03,Control,GART+Ki67+ cells (%),0.38,%,Yes,NA,Original GraphPad Prism PZFX,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
A,DSS_IFA_01,Model,GART+Ki67+ cells (%),15.61,%,Yes,NA,Original GraphPad Prism PZFX,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
A,DSS_IFA_02,Model,GART+Ki67+ cells (%),11.39,%,Yes,NA,Original GraphPad Prism PZFX,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
A,DSS_IFA_03,Model,GART+Ki67+ cells (%),19.60,%,Yes,NA,Original GraphPad Prism PZFX,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
A,CTRL_IFA_01,Control,GART+MYBL2+Ki67+ cells (%),0.47,%,Yes,NA,Original GraphPad Prism PZFX,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
A,CTRL_IFA_02,Control,GART+MYBL2+Ki67+ cells (%),0.84,%,Yes,NA,Original GraphPad Prism PZFX,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
A,CTRL_IFA_03,Control,GART+MYBL2+Ki67+ cells (%),0.37,%,Yes,NA,Original GraphPad Prism PZFX,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
A,DSS_IFA_01,Model,GART+MYBL2+Ki67+ cells (%),6.20,%,Yes,NA,Original GraphPad Prism PZFX,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
A,DSS_IFA_02,Model,GART+MYBL2+Ki67+ cells (%),8.34,%,Yes,NA,Original GraphPad Prism PZFX,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
A,DSS_IFA_03,Model,GART+MYBL2+Ki67+ cells (%),15.68,%,Yes,NA,Original GraphPad Prism PZFX,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_01,Control,GART MFI in EPCAM+ crypt epithelium,4.34,arbitrary fluorescence units,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_02,Control,GART MFI in EPCAM+ crypt epithelium,2.96,arbitrary fluorescence units,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_03,Control,GART MFI in EPCAM+ crypt epithelium,2.51,arbitrary fluorescence units,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_01,Model,GART MFI in EPCAM+ crypt epithelium,8.85,arbitrary fluorescence units,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_02,Model,GART MFI in EPCAM+ crypt epithelium,10.37,arbitrary fluorescence units,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_03,Model,GART MFI in EPCAM+ crypt epithelium,7.76,arbitrary fluorescence units,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_01,Control,OLFM4 MFI in EPCAM+ crypt epithelium,4.32,arbitrary fluorescence units,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_02,Control,OLFM4 MFI in EPCAM+ crypt epithelium,3.78,arbitrary fluorescence units,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_03,Control,OLFM4 MFI in EPCAM+ crypt epithelium,6.81,arbitrary fluorescence units,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_01,Model,OLFM4 MFI in EPCAM+ crypt epithelium,7.75,arbitrary fluorescence units,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_02,Model,OLFM4 MFI in EPCAM+ crypt epithelium,9.27,arbitrary fluorescence units,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_03,Model,OLFM4 MFI in EPCAM+ crypt epithelium,10.03,arbitrary fluorescence units,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_01,Control,GART+OLFM4+EPCAM+ cells / estimated crypt ROI,0.14,objects per estimated crypt ROI,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_02,Control,GART+OLFM4+EPCAM+ cells / estimated crypt ROI,0.09,objects per estimated crypt ROI,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_03,Control,GART+OLFM4+EPCAM+ cells / estimated crypt ROI,0.23,objects per estimated crypt ROI,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_01,Model,GART+OLFM4+EPCAM+ cells / estimated crypt ROI,13.83,objects per estimated crypt ROI,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_02,Model,GART+OLFM4+EPCAM+ cells / estimated crypt ROI,12.76,objects per estimated crypt ROI,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_03,Model,GART+OLFM4+EPCAM+ cells / estimated crypt ROI,9.37,objects per estimated crypt ROI,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_01,Control,% GART+ among EPCAM+ epithelial cells,5.02,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_02,Control,% GART+ among EPCAM+ epithelial cells,8.7,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_03,Control,% GART+ among EPCAM+ epithelial cells,3.43,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_01,Model,% GART+ among EPCAM+ epithelial cells,70.94,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_02,Model,% GART+ among EPCAM+ epithelial cells,53.66,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_03,Model,% GART+ among EPCAM+ epithelial cells,68.14,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_01,Control,% OLFM4+ among EPCAM+ epithelial cells,5.02,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_02,Control,% OLFM4+ among EPCAM+ epithelial cells,8.13,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_03,Control,% OLFM4+ among EPCAM+ epithelial cells,3.59,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_01,Model,% OLFM4+ among EPCAM+ epithelial cells,98.29,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_02,Model,% OLFM4+ among EPCAM+ epithelial cells,84.76,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_03,Model,% OLFM4+ among EPCAM+ epithelial cells,81.4,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_01,Control,% GART+OLFM4+ double-positive among EPCAM+ cells,1.26,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_02,Control,% GART+OLFM4+ double-positive among EPCAM+ cells,3.43,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_03,Control,% GART+OLFM4+ double-positive among EPCAM+ cells,6.79,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_01,Model,% GART+OLFM4+ double-positive among EPCAM+ cells,70.94,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_02,Model,% GART+OLFM4+ double-positive among EPCAM+ cells,66.83,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_03,Model,% GART+OLFM4+ double-positive among EPCAM+ cells,44.37,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
