panel,mouse_id,group,endpoint,value,unit,included_in_analysis,missing_reason,source_record,animal_identity_note,statistical_unit,selection_status,aggregation_rule
B,CTRL_IFB_02,Control,GART+OLFM4+EPCAM+ cells / estimated crypt ROI,0.09,objects per estimated crypt ROI,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_03,Control,GART+OLFM4+EPCAM+ cells / estimated crypt ROI,0.23,objects per estimated crypt ROI,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_01,Model,GART+OLFM4+EPCAM+ cells / estimated crypt ROI,13.83,objects per estimated crypt ROI,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_02,Model,GART+OLFM4+EPCAM+ cells / estimated crypt ROI,12.76,objects per estimated crypt ROI,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_03,Model,GART+OLFM4+EPCAM+ cells / estimated crypt ROI,9.37,objects per estimated crypt ROI,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_01,Control,% GART+ among EPCAM+ epithelial cells,5.02,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_02,Control,% GART+ among EPCAM+ epithelial cells,8.7,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_03,Control,% GART+ among EPCAM+ epithelial cells,3.43,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_01,Model,% GART+ among EPCAM+ epithelial cells,70.94,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_02,Model,% GART+ among EPCAM+ epithelial cells,53.66,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_03,Model,% GART+ among EPCAM+ epithelial cells,68.14,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_01,Control,% OLFM4+ among EPCAM+ epithelial cells,5.02,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_02,Control,% OLFM4+ among EPCAM+ epithelial cells,8.13,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_03,Control,% OLFM4+ among EPCAM+ epithelial cells,3.59,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_01,Model,% OLFM4+ among EPCAM+ epithelial cells,98.29,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_02,Model,% OLFM4+ among EPCAM+ epithelial cells,84.76,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_03,Model,% OLFM4+ among EPCAM+ epithelial cells,81.4,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_01,Control,% GART+OLFM4+ double-positive among EPCAM+ cells,1.26,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_02,Control,% GART+OLFM4+ double-positive among EPCAM+ cells,3.43,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,CTRL_IFB_03,Control,% GART+OLFM4+ double-positive among EPCAM+ cells,6.79,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_01,Model,% GART+OLFM4+ double-positive among EPCAM+ cells,70.94,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_02,Model,% GART+OLFM4+ double-positive among EPCAM+ cells,66.83,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
B,DSS_IFB_03,Model,% GART+OLFM4+ double-positive among EPCAM+ cells,44.37,%,Yes,NA,Final archived Prism-derived multiplex IF table,De-identified stable mouse ID; each ID represents one distinct individual mouse within the imaging subset.,mouse,Randomly selected imaging subset,Multiple fields of view were averaged within each mouse before group-level statistical analysis.
