seed,gene,distance,p_value,p_adj,rank,top_100,top_5_percent
1234,SDCBP2,2.4281005274411698e-8,0.00325049284644369,0.15177634597661094,75,TRUE,TRUE
1234,PRDX4,2.4191049005688297e-8,0.00336682707655823,0.1551398476593018,76,TRUE,TRUE
1234,ENO1,2.4139765613581847e-8,0.00343483284086026,0.15621798193107342,77,TRUE,TRUE
1234,TRMT112,2.4037541876214416e-8,0.0035741329125897,0.159467041856432,78,TRUE,TRUE
1234,MRPS26,2.4020862579384743e-8,0.00359734332000517,0.159467041856432,79,TRUE,TRUE
1234,KRT20,2.3901696602782706e-8,0.00376720026949527,0.16428677105454678,80,TRUE,TRUE
1234,PA2G4,2.387932196040376e-8,0.00379989390503092,0.16428677105454678,81,TRUE,TRUE
1234,HNRNPA1,2.3840602343738706e-8,0.00385708037508174,0.16472555455532054,82,TRUE,TRUE
1234,BANF1,2.3799037327741104e-8,0.00391933854666244,0.16536775410134788,83,TRUE,TRUE
1234,NOL7,2.370379644677376e-8,0.00406545077759225,0.16949057884676272,84,TRUE,TRUE
1234,NDUFAB1,2.3255708064471863e-8,0.00482144779611169,0.19749871846413236,85,TRUE,TRUE
1234,TMEM147,2.3224414318609183e-8,0.00487872218692856,0.19749871846413236,86,TRUE,TRUE
1234,CCT7,2.32093834489925e-8,0.00490645017315234,0.19749871846413236,87,TRUE,TRUE
1234,PDE4C,2.3123743248308112e-8,0.00506717127313708,0.20165038407416008,88,TRUE,TRUE
1234,SRPRB,2.302630601230954e-8,0.00525580842807942,0.20445895503170736,89,TRUE,TRUE
1234,SEC61B,2.300471158713035e-8,0.00529846424924175,0.20445895503170736,90,TRUE,TRUE
1234,AGR3,2.299744063621338e-8,0.00531289688974453,0.20445895503170736,91,TRUE,TRUE
1234,EIF6,2.285801519646355e-8,0.00559660906066132,0.21194111136507685,92,TRUE,TRUE
1234,DNPH1,2.2829409499458146e-8,0.00565648091032463,0.21194111136507685,93,TRUE,TRUE
1234,NUDC,2.2792447405513804e-8,0.00573469813063839,0.21194111136507685,94,TRUE,TRUE
1234,DCTPP1,2.2785549834385787e-8,0.00574940193594583,0.21194111136507685,95,TRUE,TRUE
1234,MRPL12,2.275631748982701e-8,0.00581209567622962,0.2120204068557933,96,TRUE,TRUE
1234,DUT,2.2690435174077784e-8,0.00595565701409958,0.2150176377667704,97,TRUE,TRUE
1234,CDA,2.26424847805686e-8,0.00606214449248845,0.21595494298922965,98,TRUE,TRUE
1234,PHGDH,2.2590279617999393e-8,0.00618002841072049,0.21595494298922965,99,TRUE,TRUE
1234,C11orf48,2.2567758148529255e-8,0.006231518176234,0.21595494298922965,100,TRUE,TRUE
1234,TGM2,2.2560395319757116e-8,0.00624843504296778,0.21595494298922965,101,FALSE,TRUE
1234,APRT,2.2542402379380833e-8,0.0062899497958028,0.21595494298922965,102,FALSE,TRUE
1234,CENPV,2.243131563337281e-8,0.00655180179265525,0.2227612609502788,103,FALSE,TRUE
1234,STRA13,2.2289396004177705e-8,0.00690057837287194,0.2323637063634379,104,FALSE,TRUE
1234,C17orf76-AS1,2.2248371550111898e-8,0.00700446016640207,0.23361542383561976,105,FALSE,TRUE
1234,NOP56,2.2199251553599267e-8,0.00713068752371251,0.23558177083057755,106,FALSE,TRUE
1234,TUBB,2.212302441560009e-8,0.00733062048795653,0.239923672418914,107,FALSE,TRUE
1234,SEPP1,2.2059775415254764e-8,0.00750031596766162,0.24320468998843517,108,FALSE,TRUE
1234,HSPE1,2.202442491521375e-8,0.00759668744672779,0.2440697196187222,109,FALSE,TRUE
1234,MRPL17,2.1970638480006533e-8,0.00774544869058889,0.24658692104038463,110,FALSE,TRUE
1234,XDH,2.179638650898157e-8,0.0082454827789872,0.26014126749561417,111,FALSE,TRUE
1234,CCT5,2.1754689706691736e-8,0.00836933874255599,0.26169128818242055,112,FALSE,TRUE
1234,SSBP1,2.1649689100199626e-8,0.00868863500876564,0.2692707946964362,113,FALSE,TRUE
1234,NUDT8,2.1476558746156332e-8,0.00923893326727435,0.2824893936086083,114,FALSE,TRUE
1234,STOM,2.1465080434460457e-8,0.00927649350799256,0.2824893936086083,115,FALSE,TRUE
1234,SNHG17,2.122113682848882e-8,0.01010763002052291,0.3043919771431465,116,FALSE,TRUE
1234,EEF1B2,2.1203679056341713e-8,0.01016957776292065,0.3043919771431465,117,FALSE,TRUE
1234,HSP90AB1,2.108293001610664e-8,0.01060738061836163,0.3122370645967305,118,FALSE,TRUE
1234,SLC40A1,2.1080827535789228e-8,0.01061514987411409,0.3122370645967305,119,FALSE,TRUE
1234,CDCA7,2.1058180892020647e-8,0.01069915698218379,0.3122370645967305,120,FALSE,TRUE
1234,HSP90AA1,2.0943902552955937e-8,0.01113215171209201,0.32218839087393586,121,FALSE,TRUE
1234,HMGA1,2.0816161883707053e-8,0.01163451701974099,0.3339678574027293,122,FALSE,TRUE
1234,DCXR,2.0726704066485028e-8,0.01199820286372713,0.3416073693396133,123,FALSE,TRUE
1234,OSTC,2.0655237928091752e-8,0.01229594946240857,0.34726141143028094,124,FALSE,TRUE
1234,PTMA,2.052607053145992e-8,0.01285073647100613,0.3600262329717077,125,FALSE,TRUE
1234,CISD3,2.0443538852918763e-8,0.0132167103547839,0.3650164857806783,126,FALSE,TRUE
1234,FKBP11,2.0438951546807783e-8,0.01323731972991037,0.3650164857806783,127,FALSE,TRUE
1234,SSR2,2.0407978078951527e-8,0.01337721920791536,0.36599235676655945,128,FALSE,TRUE
1234,EPRS,2.0373831547478518e-8,0.01353296362140857,0.36738324497808394,129,FALSE,TRUE
1234,MRPS34,2.0344896221485885e-8,0.01366619116547416,0.36814616508838854,130,FALSE,TRUE
1234,S100A14,2.0291973397132597e-8,0.01391286465052187,0.37193016798570683,131,FALSE,TRUE
1234,YBX1,2.0230626430339408e-8,0.01420371532052529,0.3768288716096939,132,FALSE,TRUE
1234,ANG,2.0174613489899183e-8,0.01447394874639802,0.380613003185618,133,FALSE,TRUE
1234,COPE,2.0156210353586892e-8,0.01456371856849595,0.380613003185618,134,FALSE,TRUE
1234,NHP2L1,2.0092130403914236e-8,0.01488014028803974,0.38600186139789033,135,FALSE,TRUE
1234,MUC13,2.003079902651237e-8,0.01518864721764968,0.3911076658544793,136,FALSE,TRUE
1234,GNB2L1,1.9796586475966152e-8,0.01641920574685988,0.419708456390535,137,FALSE,TRUE
1234,PSMA3,1.975481591476879e-8,0.01664764234137051,0.42246408318463424,138,FALSE,TRUE
1234,ATP6V0B,1.9688366060402417e-8,0.01701679889962346,0.423160451260577,139,FALSE,TRUE
1234,ANXA2,1.9685939609820013e-8,0.01703041372073555,0.423160451260577,140,FALSE,TRUE
1234,SNRPE,1.9684662171007153e-8,0.01703758527348411,0.423160451260577,141,FALSE,TRUE
1234,NCL,1.9616240751959503e-8,0.01742559626615716,0.42974956425410143,142,FALSE,TRUE
1234,C9orf142,1.9551005071450712e-8,0.01780273472467057,0.433002790406255,143,FALSE,TRUE
1234,FEN1,1.953246983988768e-8,0.0179111865000402,0.433002790406255,144,FALSE,TRUE
1234,PSMB1,1.952952978036519e-8,0.01792844220699799,0.433002790406255,145,FALSE,TRUE
1234,NASP,1.948304068082397e-8,0.01820323677909876,0.43662832329043744,146,FALSE,TRUE
1234,ATP5G1,1.939755657871401e-8,0.0187181652734882,0.4459252706650046,147,FALSE,TRUE
1234,EIF3L,1.923765643428966e-8,0.0197156397502488,0.4646754893785474,148,FALSE,TRUE
1234,CCT2,1.9228704527775133e-8,0.01977282984517514,0.4646754893785474,149,FALSE,TRUE
1234,SIVA1,1.9208367961117175e-8,0.01990329052163966,0.4646754893785474,150,FALSE,TRUE
1234,KRTCAP3,1.917329705040524e-8,0.02013003906121554,0.46685693239984666,151,FALSE,TRUE
1234,C19orf48,1.9067466943140473e-8,0.02082799567128929,0.4798660581635203,152,FALSE,TRUE
1234,SNHG5,1.9003198098703262e-8,0.0212620695074611,0.48666514650410975,153,FALSE,TRUE
1234,EEF1A1,1.89679654615676e-8,0.02150335943375397,0.48899197881173007,154,FALSE,TRUE
1234,TXN,1.893953727042168e-8,0.02169978372052229,0.4896844490658746,155,FALSE,TRUE
1234,TMPRSS2,1.8923185715500483e-8,0.02181347060373399,0.4896844490658746,156,FALSE,TRUE
1234,MRPL24,1.8784777964377508e-8,0.0227967119123572,0.5084973574335983,157,FALSE,TRUE
1234,PABPC1,1.8707725965472925e-8,0.02336059702613606,0.5177772834527119,158,FALSE,TRUE
1234,CLIC1,1.868639727129335e-8,0.02351880944143952,0.5179313141316579,159,FALSE,TRUE
1234,MALL,1.8667021835091183e-8,0.02366333816706604,0.5179313141316579,160,FALSE,TRUE
1234,LSM4,1.8611875111945275e-8,0.0240789241732065,0.5237539904010508,161,FALSE,TRUE
1234,HNRNPA3,1.8504279864699988e-8,0.02490800942995406,0.5384435124919699,162,FALSE,TRUE
1234,HMGN1,1.8346789510632003e-8,0.02616609836076672,0.5574423280881898,163,FALSE,TRUE
1234,SRM,1.833516050221432e-8,0.02626113514983492,0.5574423280881898,164,FALSE,TRUE
1234,BIRC3,1.8329727551156512e-8,0.02630563748498695,0.5574423280881898,165,FALSE,TRUE
1234,DKC1,1.8274512013137524e-8,0.02676162753831427,0.5574423280881898,166,FALSE,TRUE
1234,TSPAN1,1.827254618937616e-8,0.02677798709022564,0.5574423280881898,167,FALSE,TRUE
1234,IL1R2,1.8265751484967337e-8,0.02683459903326199,0.5574423280881898,168,FALSE,TRUE
1234,HSD17B10,1.8257782207560292e-8,0.02690112891116621,0.5574423280881898,169,FALSE,TRUE
1234,MRPS12,1.816367977765333e-8,0.02769755539889077,0.5705696412171499,170,FALSE,TRUE
1234,ERH,1.804288976769748e-8,0.02874958658108849,0.5830559989428178,171,FALSE,TRUE
1234,SET,1.80304137218902e-8,0.02886018323461511,0.5830559989428178,172,FALSE,TRUE
1234,SNRPD2,1.8023920666533797e-8,0.02891788713641853,0.5830559989428178,173,FALSE,TRUE
1234,APEX1,1.801810465597006e-8,0.02896965842834102,0.5830559989428178,174,FALSE,TRUE
1234,DTYMK,1.7987325949189057e-8,0.02924496577605704,0.5852335437014387,175,FALSE,TRUE
1234,MRPS7,1.793398970840087e-8,0.02972737633089402,0.5861645098436896,176,FALSE,TRUE
1234,PSMA5,1.7913112511476725e-8,0.02991805930739542,0.5861645098436896,177,FALSE,FALSE
1234,AIMP2,1.788178310013886e-8,0.03020618061452747,0.5861645098436896,178,FALSE,FALSE
1234,SLC12A2,1.7874171537433918e-8,0.03027653937137657,0.5861645098436896,179,FALSE,FALSE
1234,CEACAM5,1.7871188942446112e-8,0.03030414786309957,0.5861645098436896,180,FALSE,FALSE
1234,SEC13,1.787006169553445e-8,0.03031458789328833,0.5861645098436896,181,FALSE,FALSE
1234,MRPL20,1.7854057276731776e-8,0.03046314699930083,0.5861645098436896,182,FALSE,FALSE
1234,CRELD2,1.7782065844108425e-8,0.03113915670440342,0.5958979605400042,183,FALSE,FALSE
1234,EMP1,1.7743573153010152e-8,0.03150586190243563,0.599638741208313,184,FALSE,FALSE
1234,DHRS9,1.7645910657313547e-8,0.03245291586101451,0.6143249261906639,185,FALSE,FALSE
1234,CDHR5,1.7608088075129946e-8,0.03282618619680731,0.6180500218345117,186,FALSE,FALSE
1234,EIF3E,1.7491074499393372e-8,0.03400435515458973,0.6360461984904036,187,FALSE,FALSE
1234,SLC26A3,1.7477313620659966e-8,0.03414525565853679,0.6360461984904036,188,FALSE,FALSE
1234,STMN1,1.7456064898441364e-8,0.03436380583217854,0.6367304128269273,189,FALSE,FALSE
1234,TRAP1,1.7310997708964123e-8,0.03588803909748574,0.6614732258915531,190,FALSE,FALSE
1234,BLVRB,1.7261443989227545e-8,0.03642174736384922,0.6670858060580855,191,FALSE,FALSE
1234,SLCO2A1,1.7235140736828306e-8,0.03670777897070149,0.6670858060580855,192,FALSE,FALSE
1234,MRPL11,1.7229990386677035e-8,0.03676400930017433,0.6670858060580855,193,FALSE,FALSE
1234,NDUFS8,1.719725513704767e-8,0.03712312303003975,0.670129777583501,194,FALSE,FALSE
1234,SARS,1.7149882374575148e-8,0.03764809961495816,0.676121255649146,195,FALSE,FALSE
1234,DEK,1.7114344792329532e-8,0.03804605555057146,0.6772360497572306,196,FALSE,FALSE
1234,TXNDC17,1.7109823165941535e-8,0.03809694511769686,0.6772360497572306,197,FALSE,FALSE
1234,GGCT,1.7072276161464326e-8,0.03852176580765636,0.6784563595251316,198,FALSE,FALSE
1234,NDUFAF3,1.705491978872839e-8,0.03871949891369212,0.6784563595251316,199,FALSE,FALSE
1234,GCNT3,1.7052529850685353e-8,0.0387467938049761,0.6784563595251316,200,FALSE,FALSE
1234,STOML2,1.7026172254763696e-8,0.0390489033207795,0.6803445742754718,201,FALSE,FALSE
1234,RHOF,1.6948456213272994e-8,0.03995135167243389,0.6926219483013043,202,FALSE,FALSE
1234,HNRNPD,1.6885910064364853e-8,0.04069043878273307,0.7019601803799568,203,FALSE,FALSE
1234,MRPL27,1.6820680308216912e-8,0.04147355053762421,0.711962617562549,204,FALSE,FALSE
1234,SPCS1,1.6765141100277286e-8,0.04215034682413186,0.7160158567592426,205,FALSE,FALSE
1234,SNRNP25,1.6734808923831445e-8,0.04252390165216888,0.7160158567592426,206,FALSE,FALSE
1234,SHMT2,1.6703607858563778e-8,0.04291107474978404,0.7160158567592426,207,FALSE,FALSE
1234,EEF2,1.667679538138596e-8,0.04324616668803231,0.7160158567592426,208,FALSE,FALSE
1234,MS4A12,1.6669266430863294e-8,0.04334065725172399,0.7160158567592426,209,FALSE,FALSE
1234,BCL7C,1.6633583895214972e-8,0.04379085939025591,0.7160158567592426,210,FALSE,FALSE
1234,SSB,1.66073908697015e-8,0.04412384139558845,0.7160158567592426,211,FALSE,FALSE
1234,MRTO4,1.660565910557368e-8,0.04414593177885836,0.7160158567592426,212,FALSE,FALSE
1234,CDC37,1.6602507185712203e-8,0.04418616162611999,0.7160158567592426,213,FALSE,FALSE
1234,POLR3K,1.6574065074140798e-8,0.0445505868131697,0.7160158567592426,214,FALSE,FALSE
1234,HNRNPA0,1.6548987611551982e-8,0.04487400158581493,0.7160158567592426,215,FALSE,FALSE
1234,ORMDL2,1.6537025906148352e-8,0.04502896342159055,0.7160158567592426,216,FALSE,FALSE
1234,CHCHD10,1.6523364530027322e-8,0.04520649590529025,0.7160158567592426,217,FALSE,FALSE
1234,ISG20,1.65225541410805e-8,0.04521704559551287,0.7160158567592426,218,FALSE,FALSE
1234,GLTSCR2,1.6520940586260097e-8,0.04523805712588545,0.7160158567592426,219,FALSE,FALSE
1234,TUBB4B,1.6517556368695744e-8,0.04528215276417468,0.7160158567592426,220,FALSE,FALSE
1234,HMGN2,1.6500993884252453e-8,0.04549848133409395,0.7160158567592426,221,FALSE,FALSE
1234,PLAUR,1.649927338236196e-8,0.04552100328234325,0.7160158567592426,222,FALSE,FALSE
1234,SEPW1,1.6493672565635642e-8,0.04559438493926645,0.7160158567592426,223,FALSE,FALSE
1234,POLR2G,1.6460267942158386e-8,0.04603412399920485,0.7196942064518544,224,FALSE,FALSE
1234,EXOSC8,1.6415928561666865e-8,0.04662332078992102,0.7224691440852312,225,FALSE,FALSE
1234,ERRFI1,1.6415861080316963e-8,0.04662422231960658,0.7224691440852312,226,FALSE,FALSE
1234,TM4SF1,1.6340230596815543e-8,0.04764388658176399,0.73501714012924,227,FALSE,FALSE
1234,STARD10,1.628805501752803e-8,0.04835820150325796,0.7427650073000411,228,FALSE,FALSE
1234,CFL1,1.6231265140230093e-8,0.04914589126650213,0.7515672978833645,229,FALSE,FALSE
1234,AP1S1,1.6133347175761253e-8,0.05052932058241768,0.76747901322778,230,FALSE,FALSE
1234,SLC51B,1.6126680405422573e-8,0.05062468648075876,0.76747901322778,231,FALSE,FALSE
1234,PSMB5,1.6102038220616252e-8,0.05097849435380226,0.7695115828750668,232,FALSE,FALSE
1234,ZBP1,1.606123964729204e-8,0.05156882411632094,0.774062772123175,233,FALSE,FALSE
1234,SERBP1,1.6050712543516323e-8,0.05172206986773928,0.774062772123175,234,FALSE,FALSE
1234,PEBP1,1.5987191931345953e-8,0.05265486321440656,0.7838266570893708,235,FALSE,FALSE
1234,GSTO1,1.597590132575211e-8,0.05282212766221916,0.7838266570893708,236,FALSE,FALSE
1234,PARP1,1.5921183134859295e-8,0.05363905236717326,0.7925905543875138,237,FALSE,FALSE
1234,MRPL54,1.5899258086813418e-8,0.05396933346754937,0.7941201924510836,238,FALSE,FALSE
1234,LSM2,1.5864317378462203e-8,0.05449919090938612,0.7975024821683184,239,FALSE,FALSE
1234,YARS,1.5853813520330564e-8,0.05465932217801197,0.7975024821683184,240,FALSE,FALSE
1234,SNHG6,1.583077539087437e-8,0.05501191288253834,0.7975024821683184,241,FALSE,FALSE
1234,NME4,1.5824381238885134e-8,0.05511010870494947,0.7975024821683184,242,FALSE,FALSE
1234,CCT8,1.5809241846749373e-8,0.05534318897537533,0.7975796205422403,243,FALSE,FALSE
1234,TNIP3,1.5761364542254566e-8,0.05608570303678248,0.7997352995610204,244,FALSE,FALSE
1234,CASP5,1.575597546384183e-8,0.05616979760218108,0.7997352995610204,245,FALSE,FALSE
1234,CTD-2228K2.5,1.5747790753554344e-8,0.05629771776159273,0.7997352995610204,246,FALSE,FALSE
1234,TMEM208,1.5740859920536762e-8,0.0564062304373421,0.7997352995610204,247,FALSE,FALSE
1234,HSPA5,1.5725084743970393e-8,0.05665386395038267,0.8000073852993553,248,FALSE,FALSE
1234,SLC6A8,1.5689703193910652e-8,0.05721256332197477,0.8046521957974123,249,FALSE,FALSE
1234,ADM,1.5648710079461908e-8,0.05786559590179245,0.8078791679734221,250,FALSE,FALSE
1234,ID3,1.5646349418588388e-8,0.05790338982333779,0.8078791679734221,251,FALSE,FALSE
1234,DUOXA2,1.5566747388456644e-8,0.05918986911210146,0.8225512763118227,252,FALSE,FALSE
1234,PKIB,1.5526431234950794e-8,0.05985043066832608,0.827402104750303,253,FALSE,FALSE
1234,NACA,1.547503085102736e-8,0.06070145739506751,0.827402104750303,254,FALSE,FALSE
1234,ANXA3,1.5466054215566198e-08,0.06085110554449595,0.827402104750303,255,FALSE,FALSE
1234,PCBD1,1.5461372514002225e-8,0.06092927469083046,0.827402104750303,256,FALSE,FALSE
1234,HSP90B1,1.5448189190935316e-8,0.06114984023739011,0.827402104750303,257,FALSE,FALSE
1234,HHLA2,1.5447461900056095e-8,0.0611620275084727,0.827402104750303,258,FALSE,FALSE
1234,SLC25A6,1.544562673583585e-8,0.06119278844384022,0.827402104750303,259,FALSE,FALSE
1234,PFDN2,1.5418122532430953e-8,0.06165534964914089,0.83045013258189,260,FALSE,FALSE
1234,COMT,1.53576830546563e-8,0.06268198435891184,0.840068610113389,261,FALSE,FALSE
1234,EGLN3,1.534791520448353e-8,0.06284922211585034,0.840068610113389,262,FALSE,FALSE
1234,CDKN1A,1.5257495358929574e-8,0.06441490280969506,0.8555235060175922,263,FALSE,FALSE
1234,RNASE1,1.5228149676476792e-8,0.06492991087567972,0.8555235060175922,264,FALSE,FALSE
1234,FDPS,1.520713559976661e-8,0.0653007850738664,0.8555235060175922,265,FALSE,FALSE
1234,PITX1,1.5200428233980978e-8,0.06541952948616647,0.8555235060175922,266,FALSE,FALSE
1234,DAD1,1.5188879711241445e-8,0.06562439688283352,0.8555235060175922,267,FALSE,FALSE
1234,SNRPC,1.5181924887808642e-8,0.0657480283698857,0.8555235060175922,268,FALSE,FALSE
1234,SSRP1,1.517316256330338e-8,0.06590406390614015,0.8555235060175922,269,FALSE,FALSE
1234,CYC1,1.5167514638608948e-8,0.06600480127357759,0.8555235060175922,270,FALSE,FALSE
1234,EDF1,1.5156359897994548e-8,0.0662041319619553,0.8555235060175922,271,FALSE,FALSE
1234,TRIM31,1.5136509590789778e-8,0.066560075383353845,0.8569609705606808,272,FALSE,FALSE
1234,NOS2,1.5088200732998344e-8,0.0674329087712377,0.8650184854097964,273,FALSE,FALSE
