"record_type","label","estimand","inference_method","OR","CI_low","CI_high","P_value","donor_count","role_in_interpretation"
"leave_one_donor_out","Omit GSE214695_UC5","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",1.83804452822559,0.785366064025926,4.30169807748213,0.152871412083039,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit GSE214695_UC6","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",2.21648215577519,0.944469949767778,5.2016405054261,0.0661256246840752,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N10","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",1.90040186654765,0.776495089657588,4.65106257912126,0.152044404335803,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N106","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",2.14495418972219,0.915806054126804,5.02380220710982,0.0766611625534279,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N110","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",2.1138185039665,0.902185315077072,4.95267279686264,0.0822468909449873,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N111","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",2.09201373744663,0.893798663034717,4.89654064015467,0.0859662519502369,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N12","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",2.05811672662444,0.877997417307373,4.82443840598269,0.0932702871213456,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N14","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",2.01888604338745,0.862201512199165,4.72731814838559,0.101420367313889,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N15","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",1.9354382749726,0.796394301725818,4.7036013543936,0.138198020667716,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N19","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",2.03326810412019,0.881172211984005,4.69168129340372,0.0927462079473677,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N21","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",1.83432460545627,0.741993355059156,4.53473974563298,0.179653895912182,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N23","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",2.08912055488652,0.893006652975209,4.88733726485523,0.0863485518169925,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N24","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",2.10727038069897,0.897868955911773,4.94569773031278,0.0840278381964862,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N26","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",2.31893339472844,1.03244982642587,5.20843914304524,0.0422274275595901,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N44","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",2.0801751484192,0.889077136445191,4.86698900547825,0.0881314859879619,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N49","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",2.11456629223581,0.90322031690954,4.95049825668142,0.0818427290345431,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N50","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",2.10536654799935,0.899699853390678,4.92671893268601,0.0833756591715552,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N51","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",1.79611296503542,0.674281030550538,4.78438757284086,0.229754265870012,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N52","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",2.09866027667245,0.896008731545157,4.91554914792803,0.0849460964334323,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N539","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",2.09030482742849,0.898140833186917,4.86490994521068,0.0843272995122094,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N58","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",2.09019792291339,0.894686883478402,4.88319146913805,0.0856666744021964,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N661","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",2.09461199784979,0.894874942946485,4.90280732086455,0.0854834618790521,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N7","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",2.05696777425444,0.886421428051765,4.77325602746394,0.0898524241076145,32,"Donor-influence sensitivity; all 33 estimates retained"
"leave_one_donor_out","Omit SCP259_N9","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Finite-cluster equal-donor independence estimating equation after omitting one donor",2.08941815254175,0.894007262533178,4.88325811112631,0.0859507502049565,32,"Donor-influence sensitivity; all 33 estimates retained"
"cohort_specific","GSE214695","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Cohort-specific equal-donor finite-cluster analysis",1.81013437070465,0.0500964430292674,65.4055705729858,0.688349514330214,11,"Cohort-specific magnitude; HC/UC donors=5/6"
"cohort_specific","SCP259","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Cohort-specific equal-donor finite-cluster analysis",11.3890960073119,1.9567567224845,66.2890314229119,0.00985441395428454,22,"Cohort-specific magnitude; HC/UC donors=4/18"
"interaction","Condition x cohort","Average-donor, population-averaged association between UC and raw-count GART detection in ISC-like epithelial cells","Equal-donor finite-cluster condition-by-cohort interaction",8.76248431663193,1.08373603153041,70.8485545975558,0.0424085263831443,33,"Heterogeneity in effect magnitude; cohort point estimates are both positive"
